,emotion,gender,actor_id,intensity,statement,repetition,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
375,happy,male,7,01,02,02,-589.401,84.6978,-6.1628346,12.568389,7.14392,-6.464818,-10.717272,-11.142004,-2.1456962,0.27631742,-7.9206543,0.7618654,2.609234,-5.841921,1.1790086,-0.753653,-8.423898,1.4944732,-5.8197947,-4.066429,-5.652294,-1.207037,-3.0846965,-2.9302745,-4.6934905,1.7508968,-4.6058497,0.7290793,-4.334622,-2.1642249,-2.5333154,1.4618232,-1.4902958,0.5720581,0.41798493,1.6662135,3.7034807,7.2447405,7.641089,4.53889
376,happy,male,7,02,01,01,-405.96057,72.00239,-17.54289,10.209814,8.542079,-20.725742,-16.60732,-10.032551,-13.605166,0.26577312,-7.191763,-3.9679043,2.6683335,-6.23832,-2.871021,1.2954153,-8.659224,2.3438447,-1.3892413,-0.68121195,-5.723191,-1.9348372,-2.557541,-1.9573766,1.8037252,5.994041,0.39519936,6.765213,2.3682766,6.606743,7.0644164,11.577606,7.317983,11.740432,7.631424,7.808792,2.8696318,3.752514,4.817606,6.5013084
377,happy,male,7,02,01,02,-377.23935,65.69384,-16.763163,10.426392,5.5603347,-19.087551,-18.203573,-6.7862887,-9.706024,-1.7983766,-9.387668,-4.101796,-2.052523,-5.821078,-0.50710773,-2.7873313,-9.207497,1.720738,-4.7727337,-0.6035478,-7.610255,-1.5661875,-1.5966387,-0.13893645,3.7061565,9.139787,3.7449865,10.106137,6.264165,8.46386,5.805007,9.387543,4.4824095,6.4393106,3.4016998,3.2684166,-0.48389986,2.491378,0.6630312,3.026777
378,happy,male,7,02,02,01,-412.02527,74.81616,-29.241552,9.457943,6.8029532,-25.344574,-13.980225,-15.599769,-16.185814,2.0240445,-14.120864,-4.9503093,-1.9497359,-8.224946,-9.014751,-3.5286973,-13.456305,-1.9601651,-4.263179,-7.675389,-8.243494,-3.9101493,-4.0404344,-4.634339,-1.7032778,2.090705,-3.7619867,2.975228,0.7924347,4.339613,6.135009,13.577541,11.058997,12.076261,5.80169,1.8994342,0.8710998,4.5384502,5.9370403,5.1669235
379,happy,male,7,02,02,02,-400.7801,55.948483,-14.326331,6.3339667,8.727128,-14.0178995,-20.586395,-4.4589963,-10.796498,-1.343691,-7.9783597,-7.418687,1.2103299,-7.4559474,-3.2355502,-0.5844589,-13.402082,1.2970746,-4.3224444,-3.2497566,-6.7917976,-2.7009394,-2.115191,-0.9928413,7.9788294,12.986241,12.736622,17.131964,7.2344875,9.200925,2.8192372,6.1995544,1.9844471,7.33962,3.6829476,1.7846519,0.23141897,1.70242,1.0898552,2.0570126
380,sad,male,7,01,01,01,-686.39417,83.40706,1.9232243,12.65668,8.654385,-3.1757915,-5.4891195,-13.289218,-7.3925314,-2.8741565,-6.1962423,-7.0456786,-1.073203,-3.555192,-3.0320969,-0.38858277,-7.9924927,-1.8161831,-0.815523,-3.5284724,-6.1185603,-2.2658932,-8.01457,-0.88960695,-6.299325,2.035999,-5.424845,0.85448575,-3.6044717,-3.1235201,-4.018216,-1.3920846,-0.75597304,-1.0953485,-1.212636,-2.0877156,-4.1211944,-0.9157349,-1.2834251,3.3422627
381,sad,male,7,01,01,02,-664.63245,90.28261,10.618935,20.155777,15.675177,-2.526288,1.2385598,-10.114123,-4.262654,-1.0227079,-4.734003,-0.35687736,3.2197247,-3.242902,-0.066805534,3.6616383,-8.253083,1.8817683,0.8740268,-1.5887785,-3.5628333,-1.9429512,-3.9759715,-2.4510746,-5.1512036,2.6973805,-4.1573896,2.5771728,-1.6190187,0.058769226,-3.2176664,0.051089596,-0.39633244,-0.09007598,0.4985409,-1.7557931,-3.5698428,-2.5897105,-3.1700208,-0.061972514
382,sad,male,7,01,02,01,-671.30426,87.43595,12.156302,11.461587,8.603946,-1.2112141,-4.452122,-13.435073,-6.108759,-2.3360374,-7.0135055,-5.4350533,1.3587111,-6.701187,-2.147402,2.4739726,-10.252659,-0.17428023,-2.3580806,-3.2691567,-4.102979,-2.2925613,-5.645515,-4.039988,-6.53668,2.1426034,-6.2210383,1.7793943,-3.2311823,-2.6779842,-3.720951,-1.9989796,-1.9656206,-0.6031756,-1.2276492,-3.5466306,-3.1217525,-2.9006352,-2.427526,2.0764017
383,sad,male,7,01,02,02,-564.1672,86.56357,-6.077131,16.31181,8.36819,-13.411139,-8.263083,-17.44015,-12.120609,-2.2664306,-9.489982,-0.37017205,0.47788167,-10.80169,-3.7349777,-0.41524035,-14.472685,0.26258287,-3.1211147,-4.4313006,-8.217871,-5.674096,-6.2390623,-4.4527974,-6.6751223,2.5731163,-7.19278,2.22715,-5.3656173,-2.9983385,-4.4593987,-0.7359746,-1.3705583,-0.24814782,-0.93049175,-3.1753094,-6.0933876,-3.502726,-1.918499,0.21793635
384,sad,male,7,02,01,01,-561.08777,83.76006,-7.141875,15.231575,12.435932,-19.03912,-18.338387,-8.714038,-20.65332,-9.454518,-13.243245,-8.10554,-4.8060884,-9.967841,-8.2158785,-3.3632653,-8.981194,-2.9419954,-5.4599466,-2.44181,-12.827587,-1.5586925,-4.038254,-7.382886,-2.4133003,-0.41956845,-3.4534056,1.7184093,1.0216935,-0.8999447,0.5057981,3.4375224,2.0245886,4.0422683,1.700047,-0.94197315,0.48416272,2.0386755,3.5759864,3.8099706
385,sad,male,7,02,01,02,-560.791,70.75433,-0.43226975,14.656581,11.187743,-15.217402,-12.936767,-6.6990805,-13.655437,-2.8902822,-8.391779,-8.969793,-1.2030653,-5.3879094,-5.1386747,-0.61375636,-7.913084,1.4883624,-0.25866795,0.19218574,-3.3204505,-0.9756099,0.59853774,-4.1374774,3.8041294,1.0337139,0.7379253,5.4607882,3.6768386,4.809274,2.7981558,5.9203076,4.7954645,6.2511034,4.0139766,3.5782068,4.3620715,7.005796,7.449734,9.044073
386,sad,male,7,02,02,01,-537.0826,61.039635,3.9583013,10.128142,7.5711184,-6.0033298,-16.677069,-10.009473,-12.576786,-7.578736,-10.09345,-7.8635287,-0.38358805,-7.505821,-4.863113,0.06277337,-11.083919,-1.4637045,0.31969708,-3.2914433,-5.302924,-2.697481,-0.5153838,-6.007833,-2.6851423,2.5745738,-3.1247413,4.2515845,1.0062622,1.9417698,0.50665194,5.936197,4.6645885,7.9551535,7.294239,6.27681,5.45225,5.8078527,6.761571,6.8219695
387,sad,male,7,02,02,02,-548.0335,68.300995,-0.7208906,12.124708,13.603969,-13.336683,-18.99833,-8.851121,-20.882135,-6.721844,-9.3659725,-10.24985,-2.6710527,-7.657608,-10.938996,-0.97336155,-12.2973175,-1.5366888,-0.83278835,-4.3564076,-6.8175864,-4.019706,-3.074118,-7.60539,-1.9352758,1.305604,-3.525654,2.1245334,-0.89324415,-0.7014137,-0.3439162,2.8372915,2.9226782,4.4003825,1.931769,-1.5429811,-0.57905906,-0.89512074,3.2351146,5.0071573
388,angry,male,7,01,01,01,-441.27884,63.047874,-13.974567,16.512268,6.3965364,-12.851017,-1.4564514,-16.031202,-8.236535,3.6672196,-3.0734417,-6.1716046,8.997712,-5.4102893,-5.471579,5.807721,-11.528964,0.051781405,-3.0540302,-3.8675992,-5.126365,0.14472368,-5.6804075,1.4623207,-3.8858948,3.6195486,-2.8359702,3.882699,-0.7001966,-1.1348809,0.96221936,0.51231956,-0.35254928,5.9956455,8.049117,10.36518,3.9008367,4.5958767,1.2284529,6.467093
389,angry,male,7,01,01,02,-367.5772,50.393127,-15.580816,12.510327,4.423321,-19.477833,-3.2785165,-9.111595,-7.0601373,1.5977135,-4.154018,-4.415272,3.4163313,-6.7279277,-3.372122,1.9174635,-10.525524,-0.120939165,-1.9988607,-1.3165898,-4.834328,0.9437612,-0.9207599,2.0248663,1.5383332,9.785309,5.9792504,17.945402,11.743339,11.2728195,5.111933,4.2072287,3.082347,6.826358,5.0275908,5.153584,0.65839815,2.684599,1.1191695,2.474016
390,angry,male,7,01,02,01,-531.5372,71.03722,4.2983007,19.101393,7.725303,-7.1542897,-3.8444762,-13.497138,-7.9314623,0.3190841,-5.91415,-3.2002034,6.7360888,-6.4893513,-4.4497786,4.0847654,-11.413719,1.6319836,-0.9513737,-5.027738,-7.1351604,-0.69828063,-9.901803,-3.1684778,-7.473998,1.2556633,-5.6271205,-0.7450514,-1.8945043,-2.808043,-4.3570857,-2.4741004,-3.0797288,-0.8439078,-1.6539326,-3.0633643,-5.524199,-4.549359,-5.6545577,-1.2359769
391,angry,male,7,01,02,02,-450.15335,64.146095,-2.0737228,17.278877,0.6349675,-14.019194,-6.3239365,-14.531163,-5.7355638,-1.5395782,-6.7315135,-0.7325572,0.71311474,-7.108129,-3.7127502,-0.43023002,-13.5601015,0.029365305,-4.610336,-1.6819022,-9.604693,-2.19618,-6.189545,-6.583904,-4.1761203,-0.12836121,-6.6918488,0.16127613,-3.407839,-1.0318012,-0.919424,2.2792482,-0.24732114,3.4870143,1.4242384,1.5559452,-2.0207942,-1.6086853,-1.864366,1.0539778
392,angry,male,7,02,01,01,-392.47296,48.92744,-7.8076687,15.605652,10.996199,-11.88126,-4.9643397,-0.41391954,-6.2134466,4.625242,-1.7731421,0.18087757,4.6544204,-1.0923103,-0.6043578,5.287348,-5.689311,1.970982,0.20969145,0.42795345,-1.0484343,-0.08635298,1.5247581,0.358154,0.6535304,8.629804,0.41851267,9.437222,5.5632267,4.990303,5.300042,5.7799296,3.1737502,7.224706,6.4816184,6.6471376,3.3507347,3.5537212,3.7418602,5.0186796
393,angry,male,7,02,01,02,-306.2437,43.048687,-17.571423,14.70166,6.224614,-21.213377,-6.860956,-0.8021719,-10.015547,2.6071622,-4.421571,-2.670147,2.3894026,-3.5943384,-1.2259867,3.8664515,-6.4682198,0.51621294,-0.39419532,-0.2660999,-2.9159577,1.8687019,1.9008324,1.6194537,1.7418506,7.737315,3.6446092,12.457452,7.577506,6.8734426,8.081263,8.111852,4.8992414,7.626402,6.2609644,4.986772,2.921638,1.753906,1.145947,3.1707065
394,angry,male,7,02,02,01,-299.26874,26.520628,-27.69063,2.7540412,-0.7474106,-22.171787,-7.5735545,-13.058028,-17.12862,2.540272,-7.488672,-5.5889997,-0.44210678,-3.9403982,-1.1358529,2.261278,-1.4017805,3.1087904,0.5697609,2.1163685,1.7631369,6.0855756,4.981821,5.1283345,-1.2428075,5.200969,1.7617532,4.819437,0.6607748,3.7432425,3.387314,6.4568667,2.3034356,2.4872446,2.1116745,4.6158814,2.3834782,2.7221687,-1.9434243,2.0347939
395,angry,male,7,02,02,02,-276.0073,37.607193,-27.488464,8.001233,3.2559674,-22.455484,-9.279626,-12.28109,-22.1957,3.6585312,-6.997912,-10.451315,-1.4968445,-2.3726802,-10.467913,-0.94052655,-11.525231,-4.4676313,0.5031558,0.9640853,0.53407854,6.117294,0.124399275,10.065575,5.0280643,12.906862,10.591486,12.229031,4.226837,7.757433,4.392791,4.73347,-0.50074804,2.516979,2.2210321,5.829047,1.1822156,3.9874635,0.32891312,2.7585514
396,fear,male,7,01,01,01,-616.0234,63.55003,-3.6222985,13.868933,7.9346037,-6.8224654,-8.630405,-15.430337,-9.954535,-0.6912056,-5.453658,-5.8810253,2.531965,-1.88138,-4.424168,0.5955199,-7.5324793,-2.3970838,-0.40188897,-3.8615723,-7.368006,-3.2435348,-3.980204,-0.98759735,-5.1855383,2.7747567,-3.6943827,3.7001338,0.049031157,-1.1729945,-0.46546343,4.1484485,3.5329995,6.1726804,7.9282217,7.6439147,7.856443,10.517929,7.4870505,10.168951
397,fear,male,7,01,01,02,-602.25903,62.618546,-8.647369,8.951976,5.6236525,-12.378025,-15.30348,-14.949054,-12.69526,-1.782182,-7.573167,-7.127888,0.4266137,-10.59131,-2.1575902,-0.6198784,-9.408255,-0.08317413,-7.090887,-4.0711074,-8.276427,-3.1421955,-3.6226628,-4.3427954,-2.9330983,2.913261,-2.6360126,3.0598824,-0.16826932,0.37489823,2.331525,8.877748,7.089243,10.824066,11.382558,7.5145426,5.9849644,5.638764,7.7719183,8.945043
398,fear,male,7,01,02,01,-626.0185,56.123253,1.9147223,12.060315,6.462059,-8.380259,-12.41922,-9.481921,-10.020651,-6.449426,-4.403734,-3.9046052,-0.89223146,-7.3071127,-1.6582596,-1.4990652,-8.292122,1.0547171,-2.840933,-1.4878222,-8.952862,-2.9641225,-3.8723142,-4.7113404,-2.546921,-0.79485804,-1.4323633,-0.85552955,-0.98555046,-1.5594233,-4.8467183,0.5078709,-0.99591315,4.356522,5.5270524,7.1600714,5.300415,6.5808992,7.1107965,10.312236
399,fear,male,7,01,02,02,-617.20917,50.206554,3.329954,7.140378,1.5982032,-10.860561,-13.865027,-15.870866,-9.813923,-8.538836,-10.052822,-3.6754355,-4.6992006,-6.293465,-5.106381,-5.310782,-8.243496,-3.7237558,-7.4686723,-5.0438514,-12.54297,-4.343886,-5.441052,-7.05256,-6.36977,-2.9484618,-6.2225065,-3.4978023,-4.0279226,-4.122456,-4.39385,1.6482913,-0.62562746,3.8012857,3.7432647,5.014356,2.71095,5.484741,6.1120124,7.5553417
400,fear,male,7,02,01,01,-433.9045,40.073586,-20.940891,-0.15557298,-1.4635638,-21.382137,-16.36432,-16.547737,-14.349687,-10.894612,-10.97479,-4.9611077,-2.988009,-4.512553,-1.167673,-1.8165903,-5.0227227,2.5842211,-3.4202063,4.904073,4.2272806,11.383989,12.627248,7.2820077,0.41039205,4.691999,0.55647326,7.1793637,5.9789805,2.706236,-0.37612683,5.9015956,1.995724,6.0609245,2.6831026,1.0376105,-2.2085795,1.4717205,5.09074,7.0632043
401,fear,male,7,02,01,02,-494.94766,36.392345,-12.441975,2.5453587,-4.701249,-22.23839,-10.75636,-5.168185,-12.878878,-9.740995,-5.3820763,-9.785322,-5.4005556,-0.50899154,-5.3560624,-0.17980176,-3.6729972,0.46723974,4.5591908,3.0747666,1.5615945,3.85395,1.815455,4.863227,7.4199796,16.550753,8.61276,10.144802,2.2560701,2.2415695,3.1656141,4.3394766,1.170322,2.1099856,1.8762313,3.3415608,1.978158,3.5262108,5.216904,5.3957386
402,fear,male,7,02,02,01,-401.43063,25.998833,-19.094942,0.16693947,-0.67877656,-22.92195,-17.623295,-17.529139,-13.474137,-8.577446,-10.851192,-4.423267,-6.4684024,-5.8582697,-5.0866556,-1.2622766,-4.7492065,5.698518,0.65202844,7.096537,2.4642797,8.103479,1.5521879,-2.021751,0.4795733,5.4553914,2.2917457,3.0067675,-0.22998856,-0.30501923,0.25309682,3.9769568,-0.98827416,1.1188489,0.2388002,2.4563038,-0.4225719,3.698842,5.034694,5.825522
403,fear,male,7,02,02,02,-424.23914,27.2698,-17.976473,-2.908637,-5.600546,-20.588379,-13.295564,-17.285946,-11.406441,-5.9840994,-8.378753,-1.9563267,-4.470769,-4.0363684,-1.0363997,-2.9960265,-3.243882,7.763836,5.5036225,11.619754,7.3123817,6.922521,0.7662168,0.23570709,0.9941372,8.623276,0.5684393,2.5113668,0.19002993,4.3441257,2.8475783,3.6904533,0.22942117,1.9574695,4.5310445,5.2443,0.15245537,3.0488412,5.5349092,4.720978
404,disgust,male,7,01,01,01,-652.2945,58.946407,8.998696,15.589786,4.8995204,-9.9253645,-7.6983337,-4.2538557,-1.5018113,-4.377575,-1.6896113,-2.2042537,-2.31329,-1.6864889,0.9917187,-4.560911,-6.1196156,-0.28492552,-4.8365107,-0.6146897,-9.103538,-0.18412028,-6.1863537,-5.1579638,-3.3200145,-0.05809842,-3.5353825,-1.2888047,-2.7314558,-4.3250628,-4.047499,-0.828088,-3.4830856,-1.2868311,-3.0974069,-3.5108736,-4.3966417,-1.1540732,-2.2992098,0.33951786
405,disgust,male,7,01,01,02,-624.01465,70.38597,4.2053046,16.276834,4.9872136,-11.962161,-9.247805,-4.6539154,-0.81158954,-4.3696637,-1.3156947,-2.477085,0.54805493,-5.4695425,2.129524,-3.732514,-6.1976724,-0.058997873,-5.1935086,-1.757958,-9.125816,-1.6370823,-4.362208,-3.7156572,-2.4016845,-1.7472309,-4.258747,-0.023659267,-5.4616194,-3.7488983,-4.295625,-1.0874631,-2.2564163,-0.4289015,-1.3402727,-3.197803,-3.8920608,0.40549868,-0.36520332,2.2295456
406,disgust,male,7,01,02,01,-682.38635,74.58268,17.162035,14.794459,11.735576,-0.19211717,-8.26907,-4.2114024,2.2625744,-0.89981383,-0.91096014,0.34032932,2.284181,-1.4597417,3.0864959,1.1624593,-5.106762,-0.78935236,-0.71937686,-0.28857577,-6.5139894,-4.002254,-3.3497853,-4.7945237,-1.9365754,1.2889522,-3.6688826,0.38822466,-3.1671383,-2.2018738,-4.7070017,0.25994912,-2.6359432,0.948218,-3.9795346,-2.3079152,-5.6517305,-1.8038917,-1.1730043,1.80656
407,disgust,male,7,01,02,02,-633.3688,61.75428,12.798185,16.666464,7.2891564,-12.408017,-6.1410627,-3.1551602,-3.914348,-7.5366735,-1.4472293,-4.0417466,-1.8411247,-1.8688533,-3.4046402,-0.5164398,-6.592446,-3.7519233,-2.1846302,-2.4452853,-9.437827,-1.0072262,-7.136155,-2.8819776,-5.008758,0.20325376,-5.004379,0.4633732,-4.5025682,-1.8238916,-5.013501,-0.6359683,-0.6876403,-1.7066411,-2.1465447,-3.221377,-3.6348608,-1.029623,-2.0478764,-1.2083315
408,disgust,male,7,02,01,01,-459.7849,62.725395,3.0820026,21.179203,-2.1556756,-23.01674,-3.1365814,-1.970247,-13.8202915,-7.3019347,-2.5092564,-6.683485,-3.6239421,-2.168599,-7.48776,2.3347056,-9.701335,-1.0852215,-2.7579293,-4.849373,-8.718934,-1.6178155,-7.934832,-4.3365235,-2.3678453,-0.74237835,-2.0994866,3.679496,-2.1277244,-0.36300653,-3.485757,2.2435126,2.6820364,4.615219,4.459394,3.3073468,0.23392756,4.783573,3.2463913,4.75442
409,disgust,male,7,02,01,02,-487.13098,69.299644,11.02999,26.640764,5.6125546,-16.25081,-6.489374,2.5278575,-7.9463444,-6.8539586,3.8450189,-4.3560634,-1.817447,2.9706526,-3.2268145,3.2481563,-4.6388025,-0.34184882,0.21370673,-2.1432838,-6.779149,-0.5529554,-4.1740866,-3.1632867,-3.0802705,1.7919481,-5.4506874,2.3327632,-0.81221324,-2.1294968,-1.0511986,1.2359197,-0.56293297,0.6093528,-0.0770813,-1.4145097,-2.548213,-0.37006262,0.10324396,3.1915424
410,disgust,male,7,02,02,01,-519.4746,70.69355,19.563019,22.429626,3.9739301,-15.513062,-7.2958956,-1.1247352,-7.2169867,-9.796015,-0.32311854,-5.049948,-5.932467,-0.8135955,-4.8413057,0.451726,-8.299163,-1.0216982,-3.9907086,-4.286465,-7.502139,-1.9846835,-7.050073,-5.084343,-4.5147347,0.24258713,-6.874661,1.9957724,-5.0766115,-1.7943916,-2.2556882,0.6055911,0.34993798,0.70889294,-1.8380761,-0.8786643,-4.0673714,-0.77470565,0.14725794,0.46573868
411,disgust,male,7,02,02,02,-496.09958,55.64399,16.767815,21.994936,4.425168,-16.799358,-6.196135,-0.5012565,-12.959239,-10.971863,-2.6113782,-7.924202,-3.9915917,-4.088504,-8.621761,0.8916565,-10.924938,-2.473883,-4.885499,-7.9924335,-8.980402,-2.6602526,-8.772288,-6.383885,-5.6068997,-1.6921239,-6.3955293,1.2044607,-4.7448425,-1.6181005,-3.3280776,2.5085201,2.8101745,3.6974938,1.0079049,0.37570706,-1.8447237,-0.24743171,1.5413806,2.4143364
412,surprise,male,7,01,01,01,-599.8722,76.90044,7.698998,14.2449255,8.103891,-9.324892,-5.7530856,-11.412865,-1.5621722,-3.199955,-7.3245096,-1.7407888,-2.9855547,-6.5748563,-0.46314114,-2.0935986,-7.6110616,2.316588,-5.8134594,-2.6191897,-5.496184,-2.2765632,-3.893198,-5.282933,-3.6643734,1.6585679,-4.6149974,2.0291457,-2.8999689,-0.5550816,-2.904819,2.892069,1.439958,2.240581,1.2839283,0.7864043,-1.8992989,-0.023787796,0.5157974,2.878833
413,surprise,male,7,01,01,02,-578.39294,69.180565,10.974562,15.455373,5.3936863,-11.670668,-6.8120975,-6.3484764,-1.9721295,-5.343071,-5.502802,-2.2379544,-3.2865329,-4.0221615,0.21288435,-4.475834,-5.862095,1.6743147,-7.106977,0.06021779,-8.740456,-0.17926821,-7.10497,-5.022674,-4.521765,-0.32997322,-5.2289524,-0.05904711,-2.9032447,-3.49474,-2.3959866,0.636376,-0.24850675,1.3621877,0.42342192,0.05605516,-3.580626,0.4102204,-1.1973888,1.8500882
414,surprise,male,7,01,02,01,-596.12286,76.27365,14.75912,14.879476,7.538993,-9.32344,-5.3270197,-8.337843,-0.44830295,-4.4492188,-5.765266,0.94467396,-0.37788036,-6.1883035,-0.864491,-1.3017167,-8.047474,3.2348437,-5.523981,-1.7407701,-6.545489,-2.9813612,-4.8552094,-6.650939,-2.8509486,0.5471072,-4.15233,0.65991724,-3.6002429,-2.0759985,-4.6668854,0.6291426,-3.1929252,1.2446115,-0.4403642,-1.3891331,-4.3697886,-1.1934675,-1.8989431,1.6540614
415,surprise,male,7,01,02,02,-590.2198,74.50503,10.9403,16.902918,9.524685,-11.02538,-3.4209871,-10.7562475,-2.0620668,-5.084908,-7.5442634,-0.17310023,-0.9673029,-6.215226,-0.118372805,-1.514099,-6.320437,3.817022,-4.714809,0.08513312,-7.1360145,-2.1679995,-4.15494,-5.994331,-3.4374008,-0.050599888,-3.5915873,-0.30846775,-2.8828855,-1.5599291,-4.8967814,0.48914355,-2.5973427,-0.25131744,-0.7797704,-1.9675,-4.7233806,-1.6095436,-2.216055,0.5166531
416,surprise,male,7,02,01,01,-441.55698,59.449844,1.6103218,11.6930685,-0.3070965,-12.104995,-12.038685,-9.36799,-9.179537,-4.774114,-7.297506,-4.6057057,-3.989189,-8.432748,-6.5208893,-1.0942897,-6.606699,0.7488343,-3.9945312,-4.339964,-3.3007312,3.0930688,-0.6212786,6.502309,3.0168817,6.337198,3.0538101,7.177314,2.6684492,4.8841696,5.5322647,5.31882,5.144637,8.17,4.189268,3.4507,-0.44006008,1.7208449,2.4631314,5.847753
417,surprise,male,7,02,01,02,-545.9829,56.70478,9.225816,15.352942,6.8446655,-12.446178,-7.7863517,-7.750632,-5.5725775,-6.0236497,-7.3366876,-3.9727352,-5.0565205,-5.9648004,-3.593103,-4.624,-6.429559,1.6505088,-6.967545,-0.61693114,-7.259079,0.8287248,-4.40121,-4.450635,-2.7848418,0.6005904,-4.029714,1.448031,0.14771259,-0.36677322,-0.42868078,3.0592954,-0.32438266,2.616555,-0.53100157,-2.1769583,-3.2846162,0.5656784,0.558155,2.7255147
418,surprise,male,7,02,02,01,-501.91284,49.974434,3.8261664,10.253027,2.9553828,-11.231923,-10.666334,-10.918896,-6.1663027,-6.1254706,-10.166311,-2.9561942,-5.164849,-6.8011866,-2.7549846,-5.7519164,-7.211817,2.4457,-4.4718294,2.363113,-1.4897166,0.7573688,-0.45887893,-0.882207,0.86414045,6.012785,3.37058,6.5689964,3.2298114,2.7147284,0.7417282,3.4221025,-0.12174522,3.1716166,2.507701,2.2434669,-0.090788,2.5451598,2.3736312,4.046597
419,surprise,male,7,02,02,02,-544.2947,55.41835,7.8682976,12.787889,3.7062688,-11.649302,-8.733669,-8.522127,-4.6832485,-4.6293383,-9.013956,-1.2234535,-3.198018,-7.334393,-2.527108,-2.9663599,-8.75094,1.5621891,-6.1522465,-1.3467741,-9.599909,-1.871516,-4.05536,-4.6272216,-2.3067653,1.5583112,-3.86052,0.49105227,-0.0041799247,-1.6545349,-0.059203327,3.197977,1.2094101,3.6502109,2.1606,1.9459566,-1.0097471,2.4362025,1.643719,3.209542
420,neutral,female,8,01,01,01,-661.2982,69.10717,6.3951845,21.734526,5.2917,-0.17023703,4.5292826,-12.351508,1.5820739,-3.4180443,1.5939331,-5.5745406,0.10494279,2.7262893,-2.619472,-0.20439696,-0.59988177,2.734726,-0.35417697,2.5954823,-2.3575263,2.8947322,-2.0616343,2.628598,0.22151688,2.3780005,3.2064085,2.9862928,2.930912,2.2660632,1.1551747,1.9739089,2.794044,6.786331,6.170893,6.3380218,4.155057,6.99579,4.9906473,5.4573755
421,neutral,female,8,01,01,02,-646.22046,75.61148,4.0283513,21.33353,4.074182,-2.683541,3.9577618,-11.833002,-0.7250348,-4.295448,-0.3248403,-4.227063,-1.566057,0.63589805,-4.300953,-3.3310678,-2.240485,2.8905237,0.14112496,1.1047374,-0.74599636,-0.90712094,-2.037343,1.8084531,-1.4595891,0.2945228,0.48062786,2.0519977,4.0009665,4.643354,3.604009,2.7706392,2.7661061,5.525064,5.7111077,8.7711315,5.5848947,7.1471562,2.299702,5.992108
422,neutral,female,8,01,02,01,-651.6626,70.05506,9.851582,20.134468,4.737905,-0.38277248,0.8649955,-13.017967,-3.1291864,-5.199163,-1.2995647,-5.2183523,-0.14755495,-1.2033879,-4.5568857,-1.2852008,-2.0032284,3.5847225,-0.61323756,-0.100855134,-1.5836444,0.19405346,-2.2006152,3.4808552,-2.1528063,0.4497574,-0.8094708,-0.19449797,-0.62723625,2.7112675,3.978706,8.07058,7.229679,9.317287,6.3591075,5.7623696,1.7776705,4.265219,3.1596942,6.592994
423,neutral,female,8,01,02,02,-648.6913,72.16431,7.2747273,20.829805,3.9642508,2.108802,1.9763968,-10.469601,-3.0636458,-1.9014268,1.1354882,-3.7136168,1.2284096,-0.53743774,-4.2397532,-1.367001,-1.7982839,4.136252,-0.37676427,2.2630649,-0.8124968,0.053662445,-1.4675673,3.428509,-0.6540686,0.4949666,-1.2752317,0.11229046,0.033298668,1.9515542,1.0120646,3.9647129,4.6533804,7.2461305,6.258947,5.7479873,3.852501,6.38088,3.3650255,7.0547943
424,calm,female,8,01,01,01,-673.485,78.985306,9.472677,20.932684,6.785698,0.31002712,4.0217695,-11.046672,-2.5806715,-3.761757,0.3837021,-7.6164637,-0.6604247,-2.6142142,-1.1462364,-2.2461002,-3.281484,1.6749742,-0.0003562634,3.034092,-0.20572063,1.3978969,-1.9347895,3.036939,-3.3184829,2.577006,-0.1333201,2.6023123,1.7152961,4.096394,-0.8116916,2.5193646,1.4118001,6.972421,8.362576,10.22599,5.1260676,5.691742,3.0741842,4.981293
425,calm,female,8,01,01,02,-692.55615,73.40491,12.077552,22.146435,5.5994916,5.2111883,1.5794047,-8.046205,-2.2913015,-1.8019296,-0.22508395,-8.478211,0.1598131,0.166347,-2.0964978,-1.2300196,-2.8717594,2.525709,0.76870817,3.6139767,-0.6560258,-0.018493671,-2.292099,3.106913,-2.9802938,1.7644957,-0.26349494,2.0609496,2.1700518,3.9846563,1.9463015,5.8156376,6.282318,8.99141,9.553813,9.984571,5.5090866,4.505638,2.7569282,4.4309397
426,calm,female,8,01,02,01,-678.1073,70.62465,19.917213,20.750956,7.796045,5.7145267,3.6147685,-10.526671,-1.0183849,-1.2956553,-0.42244163,-6.1655297,1.6979513,-1.2580414,-3.2189612,-1.9005358,-2.1872017,3.1064916,0.40798655,2.3996708,-0.58291644,-0.56600606,-1.585225,3.0028205,-2.8212347,0.58661515,-1.7661865,-1.2432764,-0.45254415,3.524632,2.3755183,6.656095,4.9644604,6.3408866,5.104747,6.940915,4.6944437,6.578085,4.29121,5.075839
